Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1280,"1280.9909","Staphylococcus aureus C00008637","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.10025","Staphylococcus aureus C00013351","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9467","Staphylococcus aureus C00001194","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1349,"1349.206","Streptococcus uberis PE5","tetracycline",,"0.5",,"0.5","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1313,"1313.5739","Streptococcus pneumoniae strain R34-3096","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8312","Staphylococcus aureus C00013368","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17401","Streptococcus pneumoniae strain SC13-3765-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.17218","Streptococcus pneumoniae strain 175","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.7445","Staphylococcus aureus C00007074","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9448","Staphylococcus aureus C00001133","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19703","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20683","Streptococcus pneumoniae strain GPSC37","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7441","Staphylococcus aureus C00007071","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20580","Streptococcus pneumoniae strain GPSC41","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20830","Streptococcus pneumoniae strain GPSC49","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1351,"1351.817","Enterococcus faecalis strain CVM N59458F","tetracycline",,"=32","=","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.8421","Staphylococcus aureus C00003197","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20557","Streptococcus pneumoniae strain GPSC13","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17312","Streptococcus pneumoniae strain 98","tetracycline","Resistant","8",">","8","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.18870","Streptococcus pneumoniae strain GPSC2","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17435","Streptococcus pneumoniae strain SC15-0240-P","tetracycline","Susceptible","1","<=","1","mg/L","MIC",,"Sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1352,"1352.3498","Enterococcus faecium strain CVM N54035","tetracycline",,"<=1","<=","1","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.9458","Staphylococcus aureus C00001158","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19833","Streptococcus pneumoniae strain GPSC18","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9202","Staphylococcus aureus 009_06","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.5622","Streptococcus pneumoniae strain 218186","tetracycline",,"0.12",,"0.12","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.6848","Streptococcus pneumoniae strain 209930","tetracycline",,">8",">","8","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.7912","Staphylococcus aureus C00001110","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20074","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7914","Staphylococcus aureus C00001112","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6519","Streptococcus pneumoniae strain 217475","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1349,"1349.116","Streptococcus uberis PE30","tetracycline",,"0.5",,"0.5","mg/L","MIC",,"Sensititre microdilution system and mastitis plate","Sensititre",,,,,,"Laboratory Method",,
1280,"1280.9693","Staphylococcus aureus C00001154","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9292","Staphylococcus aureus 356_05","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.18625","Streptococcus pneumoniae strain GPSC22","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.21180","Streptococcus pneumoniae strain GPSC16","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760780,"760780.3","Streptococcus pneumoniae GA16242","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1283,"1283.426","Staphylococcus haemolyticus 7068_7_22","tetracycline","Resistant",,,,,"MIC",,"E-test","AB BIODISK","EUCAST",2014,,,,"Laboratory Method",,"25038069"
1313,"1313.18696","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19849","Streptococcus pneumoniae strain GPSC119","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8281","Staphylococcus aureus C00013336","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17204","Streptococcus pneumoniae strain 162","tetracycline","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.6515","Streptococcus pneumoniae strain 439699","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.19370","Streptococcus pneumoniae strain GPSC21","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5599","Streptococcus pneumoniae strain PT76","tetracycline","Susceptible",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1280,"1280.8298","Staphylococcus aureus C00013353","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.9114","Streptococcus pneumoniae strain 2245STDY5819537","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.18637","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8300","Staphylococcus aureus C00013355","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19830","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1352,"1352.3515","Enterococcus faecium strain CVM N54070","tetracycline",,"=8","=","8","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.20575","Streptococcus pneumoniae strain GPSC14","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9932","Staphylococcus aureus C00012750","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20613","Streptococcus pneumoniae strain GPSC47","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19119","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7420","Staphylococcus aureus C00003302","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9926","Staphylococcus aureus C00012738","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.6329","Streptococcus pneumoniae strain 102720","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.8692","Staphylococcus aureus C00008947","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19585","Streptococcus pneumoniae strain GPSC39","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9802","Staphylococcus aureus C00003205","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.17287","Streptococcus pneumoniae strain 74","tetracycline","Resistant","8",">","8","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.6726","Streptococcus pneumoniae strain spnIC41","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
760792,"760792.3","Streptococcus pneumoniae GA17719","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1313,"1313.6529","Streptococcus pneumoniae strain 303656","tetracycline",,"0.12",,"0.12","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.18898","Streptococcus pneumoniae strain GPSC125","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9318","Staphylococcus aureus CGH5_05","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.8235","Streptococcus pneumoniae strain 2245STDY5609025","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5462","Streptococcus pneumoniae strain R34-3058","tetracycline",,">4.00",">","4.00","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.19193","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9852","Staphylococcus aureus C00003347","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19101","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17262","Streptococcus pneumoniae strain 50","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1313,"1313.18536","Streptococcus pneumoniae strain GPSC33","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19399","Streptococcus pneumoniae strain GPSC6","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760786,"760786.3","Streptococcus pneumoniae GA17371","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1313,"1313.9770","Streptococcus pneumoniae strain 109_HIM","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1313,"1313.18964","Streptococcus pneumoniae strain GPSC67","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.17305","Streptococcus pneumoniae strain 91","tetracycline","Susceptible","0.5","==","0.5","mg/L","MIC",,"Trek sensititre","Trek","CLSI",,,,,"Laboratory Method",,
1280,"1280.9901","Staphylococcus aureus C00007111","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9328","Staphylococcus aureus TTSH1_03","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.17671","Staphylococcus aureus strain AR_474","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.9257","Staphylococcus aureus 101_03","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20349","Streptococcus pneumoniae strain GPSC17","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1069625,"1069625.3","Streptococcus pneumoniae England14-9","tetracycline","Susceptible","<1","<","1",,,,,,,,,,,"Laboratory Method",,
1280,"1280.9272","Staphylococcus aureus 158_08","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1352,"1352.3442","Enterococcus faecium strain CVM N59779F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.19143","Streptococcus pneumoniae strain GPSC17","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20559","Streptococcus pneumoniae strain GPSC15","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.9073","Streptococcus pneumoniae strain 2245STDY5819524","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20269","Streptococcus pneumoniae strain GPSC8","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20072","Streptococcus pneumoniae strain GPSC139","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5787","Streptococcus pneumoniae strain R34-3013","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1313,"1313.6416","Streptococcus pneumoniae strain 08B05979","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
760858,"760858.3","Streptococcus pneumoniae GA52612","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1313,"1313.9274","Streptococcus pneumoniae strain 2245STDY5699099","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.7404","Staphylococcus aureus C00001452","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20747","Streptococcus pneumoniae strain GPSC18","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6683","Streptococcus pneumoniae strain SPN11926","tetracycline",,"1",,"1","mg/L","MIC",,,,,,,,,"Laboratory Method",,"24957517"
1352,"1352.3447","Enterococcus faecium strain CVM N59907F","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1313,"1313.21145","Streptococcus pneumoniae strain GPSC68","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6137","Streptococcus pneumoniae strain 89848","tetracycline",,"0.25",,"0.25","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1105116,"1105116.3","Streptococcus pneumoniae GA56113","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1313,"1313.20625","Streptococcus pneumoniae strain GPSC24","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.6735","Streptococcus pneumoniae strain 09B02735","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,
1313,"1313.9313","Streptococcus pneumoniae strain 2245STDY5699080","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9441","Staphylococcus aureus C00001117","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.18823","Streptococcus pneumoniae strain GPSC21","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.8668","Streptococcus pneumoniae strain 2245STDY5699101","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9768","Staphylococcus aureus C00003142","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.5645","Streptococcus pneumoniae strain spnIC463","tetracycline","Resistant",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.18810","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.20976","Streptococcus pneumoniae strain GPSC3","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760832,"760832.3","Streptococcus pneumoniae GA47283","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1313,"1313.20043","Streptococcus pneumoniae strain GPSC112","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5807","Streptococcus pneumoniae strain spnIC432","tetracycline","Susceptible",,,,,"MIC",,,,,,,,,"Laboratory Method",,"24957517"
1313,"1313.20339","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.8663","Staphylococcus aureus C00003391","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.21004","Streptococcus pneumoniae strain GPSC185","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760744,"760744.3","Streptococcus pneumoniae GA02714","tetracycline","Susceptible","<=0.25","<=","0.25",,,,,,,,,,,"Laboratory Method",,
1313,"1313.9081","Streptococcus pneumoniae strain 2245STDY5982752","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.21041","Streptococcus pneumoniae strain GPSC55","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9449","Staphylococcus aureus C00001135","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.19814","Streptococcus pneumoniae strain GPSC10","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9891","Staphylococcus aureus C00007068","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1351,"1351.845","Enterococcus faecalis strain CVM N55106","tetracycline",,">32",">","32","mg/L","clsi","2015",,"bioMérieux",,,,,,"Laboratory Method","29617860","29617860"
1280,"1280.7987","Staphylococcus aureus C00001203","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
760765,"760765.3","Streptococcus pneumoniae GA11663","tetracycline","Resistant",">8",">","8",,,,,,,,,,,"Laboratory Method",,
1280,"1280.9398","Staphylococcus aureus WAU_32","tetracycline","Resistant",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
1313,"1313.20636","Streptococcus pneumoniae strain GPSC5","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.19012","Streptococcus pneumoniae strain GPSC93","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
760816,"760816.3","Streptococcus pneumoniae GA43257","tetracycline","Susceptible","<=2","<=","2",,,,,,,,,,,"Laboratory Method",,
1313,"1313.20622","Streptococcus pneumoniae strain GPSC15","tetracycline","Intermediate",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1313,"1313.5520","Streptococcus pneumoniae strain R34-3173","tetracycline",,"<=0.50","<=","0.50","mg/L","MIC",,,,,,,,,"Laboratory Method",,"23644493"
1280,"1280.9824","Staphylococcus aureus C00003254","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.8986","Streptococcus pneumoniae strain 2245STDY5819553","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9894","Staphylococcus aureus C00007091","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8324","Staphylococcus aureus C00013381","tetracycline","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1313,"1313.20333","Streptococcus pneumoniae strain GPSC139","tetracycline","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31196809"
1280,"1280.9338","Staphylococcus aureus TTSH2_06","tetracycline","Susceptible",,,,,"disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"25903077"
