JGI_Portal_ID,Species,Order,Class,Clade,Phylum,Pathogen,Lifestyle,Lifestyle_2,Unknown_Lifestyle,S,N,B,OB,HB,MP,P,O,ECM,ENM,Mycorrhizal,E,EP,L,LF,EL,C,PY,BY,T,A,AL,HY,BR,WR,Wood_Decay,FUNGuild,Plant,Fungus,Vertebrate,Invertebrate,Gymnosperms,Angiosperms,Main_Stem,Leaves,Roots,Fruit,Seeds,MycoCosm Genome Reference Paper
Phlgi1,Phlebiopsis gigantea v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Hori, C., Ishida, T., Igarashi, K., Samejima, M., Suzuki, H., Master, E., Ferreira, P., Ruiz-Dueñas, F.J., Held, B., Canessa, P., et al. (2014). Analysis of the Phlebiopsis gigantea Genome, Transcriptome and Secretome Provides Insight into Its Pioneer Colonization Strategies of Wood. PLoS Genet. 10, e1004759. Available at: https://dx.plos.org/10.1371/journal.pgen.1004759 [Accessed July 3, 2019]."
Pilcr1,Piloderma croceum F 1598 v1.0,Atheliales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Pirin1,Piriformospora indica DSM 11827 from MPI,Sebacinales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, E",S  E,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Symbiotroph – Endophyte-Orchid Mycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Zuccaro, A., Lahrmann, U., Güldener, U., Langen, G., Pfiffi, S., Biedenkopf, D., Wong, P., Samans, B., Grimm, C., Basiewicz, M., et al. (2011). Endophytic Life Strategies Decoded by Genome and Transcriptome Analyses of the Mutualistic Root Symbiont Piriformospora indica. PLoS Pathog. 7, e1002290. Available at: https://dx.plos.org/10.1371/journal.ppat.1002290 [Accessed July 3, 2019]."
Pismi1,Pisolithus microcarpus 441 v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Pisti1,Pisolithus tinctorius Marx 270 v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
PleosPC15_2,Pleurotus ostreatus PC15 v2.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Endophyte-Plant Pathogen-Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Riley, R., Salamov, A.A., Brown, D.W., Nagy, L.G., Floudas, D., Held, B.W., Levasseur, A., Lombard, V., Morin, E., Otillar, R., et al. (2014). Extensive sampling of basidiomycete genomes demonstrates inadequacy of the white-rot/brown-rot paradigm for wood decay fungi. PNAS 111, 9923–9928. Available at: https://www.jstor.org/stable/pdf/23802688.pdf?refreqid=excelsior%3Aee00b26c59355b8e6928382a7fb6559b [Accessed July 3, 2019].
Castanera R, Lopez-Varas L, Borgognone A, LaButti K, Lapidus A, Schmutz J, Grimwood J, Perez G, Pisabarro AG, Grigoriev IV, Stajich JE, Ramirez L Transposable Elements versus the Fungal Genome: Impact on Whole-Genome Architecture and Transcriptional Profiles. PLoS Genet. 2016 Jun 13;12(6):e1006108. doi: 10.1371/journal.pgen.1006108. eCollection 2016 Jun. AND Alfaro M, Castanera R, Lavin JL, Grigoriev IV, Oguiza JA, Ramirez L, Pisabarro AG Comparative and transcriptional analysis of the predicted secretome in the lignocellulose-degrading basidiomycete fungus Pleurotus ostreatus. Environ Microbiol. 2016 Dec;18(12):4710-4726. doi: 10.1111/1462-2920.13360. Epub 2016 Jun 8."
PleosPC9_1,Pleurotus ostreatus PC9 v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Endophyte-Plant Pathogen-Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Alfaro, M., Castanera, R., Lavín, J.L., Grigoriev, I. V, Oguiza, J.A., Ramírez, L., and Pisabarro, A.G. (2016). Comparative and transcriptional analysis of the predicted secretome in the lignocellulose-degrading basidiomycete fungus Pleurotus ostreatus. Environ. Microbiol. 18, 4710–4726. Available at: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.13360 [Accessed July 3, 2019]."
Plicr1,Plicaturopsis crispa v1.0,Amylocorticiales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Polbr1,Polyporus brumalis BRFM 1820 v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Miyauchi, S., Rancon, A., Drula, E., Hage, H., Chaduli, D., Favel, A., Grisel, S., Henrissat, B., Herpoël-Gimbert, I., Ruiz-Dueñas, F.J., et al. (2018). Integrative visual omics of the white-rot fungus Polyporus brumalis exposes the biotechnological potential of its oxidative enzymes for delignifying raw plant biomass. Biotechnol. Biofuels 11, 201. Available at: https://biotechnologyforbiofuels.biomedcentral.com/articles/10.1186/s13068-018-1198-5 [Accessed July 3, 2019]."
Pospl1,Postia placenta MAD 698-R v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Martinez, D., Challacombe, J., Morgenstern, I., Hibbett, D., Schmoll, M., Kubicek, C.P., Ferreira, P., Ruiz-Duenas, F.J., Martinez, A.T., Kersten, P., et al. (2009). Genome, transcriptome, and secretome analysis of wood decay fungus Postia placenta supports unique mechanisms of lignocellulose conversion. PNAS 106, 1954–1959. Available at: http://www.ncbi.nlm.nih.gov/pubmed/19193860 [Accessed July 3, 2019]."
PosplRSB12_1,Postia placenta MAD-698-R-SB12 v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Gaskell, J., Kersten, P., Larrondo, L.F., Canessa, P., Martinez, D., Hibbett, D., Schmoll, M., Kubicek, C.P., Martinez, A.T., Yadav, J., et al. (2017). Draft genome sequence of a monokaryotic model brown-rot fungus Postia (Rhodonia) placenta SB12. Genomics Data 14, 21–23. Available at: http://www.ncbi.nlm.nih.gov/pubmed/28831381 [Accessed July 3, 2019]."
Psicub1_1,Psilocybe cubensis v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, C",S  C,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Fricke, J., Blei, F., and Hoffmeister, D. (2017). Enzymatic Synthesis of Psilocybin. Angew. Chemie 56, 12352–12355. Available at: https://doi.org/10.1002/anie.201705489. [Accessed July 3, 2019]."
Psiser1,Psilocybe serbica v1.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,S,S,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Fricke, J., Blei, F., and Hoffmeister, D. (2017). Enzymatic Synthesis of Psilocybin. Angew. Chemie 56, 12352–12355. Available at: https://doi.org/10.1002/anie.201705489. [Accessed July 3, 2019]."
Punst1,Punctularia strigosozonata v1.0,Corticiales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Pycci1,Pycnoporus cinnabarinus BRFM 137,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Levasseur, A., Lomascolo, A., Chabrol, O., Ruiz-Dueñas, F.J., Boukhris-Uzan, E., Piumi, F., Kües, U., Ram, A.F.J., Murat, C., Haon, M., et al. (2014). The genome of the white-rot fungus Pycnoporus cinnabarinus: a basidiomycete model with a versatile arsenal for lignocellulosic biomass breakdown. BMC Genomics 15, 486. Available at: http://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-486 [Accessed July 3, 2019]."
Rhiso1,Rhizoctonia solani AG-1 IB,Cantharellales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, N",S  N,Known,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pathotroph – Plant Pathogen,YES,NO,NO,NO,NO,YES,YES,YES,YES,,,"1. Wibberg, D., Jelonek, L., Rupp, O., Hennig, M., Eikmeyer, F., Goesmann, A., Hartmann, A., Borriss, R., Grosch, R., Pühler, A., et al. (2013). Establishment and interpretation of the genome sequence of the phytopathogenic fungus Rhizoctonia solani AG1-IB isolate 7/3/14. J. Biotechnol. 167, 142–155. Available at: https://www.sciencedirect.com/science/article/pii/S0168165612007584 [Accessed July 3, 2019]."
Rhives1,Rhizopogon vesiculosus Smith,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Mujic, A.B., Kuo, A., Tritt, A., Lipzen, A., Chen, C., Johnson, J., Sharma, A., Barry, K., Grigoriev, I. V, and Spatafora, J.W. (2017). Comparative Genomics of the Ectomycorrhizal Sister Species Rhizopogon vinicolor and Rhizopogon vesiculosus (Basidiomycota: Boletales) Reveals a Divergence of the Mating Type B Locus. G3 7, 1775–1789. Available at: http://www.ncbi.nlm.nih.gov/pubmed/28450370 [Accessed July 3, 2019]."
Rhivi1,Rhizopogon vinicolor AM-OR11-026 v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Mujic, A.B., Kuo, A., Tritt, A., Lipzen, A., Chen, C., Johnson, J., Sharma, A., Barry, K., Grigoriev, I. V, and Spatafora, J.W. (2017). Comparative Genomics of the Ectomycorrhizal Sister Species Rhizopogon vinicolor and Rhizopogon vesiculosus (Basidiomycota: Boletales) Reveals a Divergence of the Mating Type B Locus. G3 7, 1775–1789. Available at: http://www.ncbi.nlm.nih.gov/pubmed/28450370 [Accessed July 3, 2019]."
Schco3,Schizophyllum commune H4-8 v3.0,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR, O, P, MP?",S  WR  O  P  MP?,Known,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Pathotroph-Saprotroph – Animal Pathogen-Endophyte-Wood Saprotroph,YES,YES?,YES,NO,YES,YES,YES,NO,NO,,,"1. Ohm, R.A., de Jong, J.F., Lugones, L.G., Aerts, A., Kothe, E., Stajich, J.E., de Vries, R.P., Record, E., Levasseur, A., Baker, S.E., et al. (2010). Genome sequence of the model mushroom Schizophyllum commune. Nat. Biotechnol. 28, 957–963. Available at: https://www.nature.com/articles/nbt.1643.pdf?origin=ppub [Accessed July 3, 2019]."
Schpa1,Schizopora paradoxa KUC8140 v1.0,Hymenochaetales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Min, B., Park, H., Jang, Y., Kim, J.-J., Kim, K.H., Pangilinan, J., Lipzen, A., Riley, R., Grigoriev, I. V., Spatafora, J.W., et al. (2015). Genome sequence of a white rot fungus Schizopora paradoxa KUC8140 for wood decay and mycoremediation. J. Biotechnol. 211, 42–43. Available at: https://www.sciencedirect.com/science/article/pii/S0168165615300407 [Accessed July 3, 2019]."
Sclci1,Scleroderma citrinum Foug A v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Sebve1,Sebacina vermifera MAFF 305830 v1.0,Sebacinales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"E, ORM",E  ORM,Known,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Serla_varsha1,Serpula himantioides (S.lacrymans var shastensis) MUCL38935 v1.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, BR, O, P",S  BR  O  P,Known,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph – Wood Saprotroph,YES,NO,NO,NO,YES,YES,YES,NO,YES,,,"1. Balasundaram, S. V., Hess, J., Durling, M.B., Moody, S.C., Thorbek, L., Progida, C., LaButti, K., Aerts, A., Barry, K., Grigoriev, I. V., et al. (2018). The fungus that came in from the cold: dry rot’s pre-adapted ability to invade buildings. ISME J. 12, 791–801. Available at: http://www.ncbi.nlm.nih.gov/pubmed/29305577 [Accessed July 3, 2019]."
SerlaS7_3_2,Serpula lacrymans S7.3 v2.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Eastwood, D.C., Floudas, D., Binder, M., Majcherczyk, A., Schneider, P., Aerts, A., Asiegbu, F.O., Baker, S.E., Barry, K., Bendiksby, M., et al. ("
SerlaS7_9_2,Serpula lacrymans S7.9 v2.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, BR",S  BR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Eastwood, D.C., Floudas, D., Binder, M., Majcherczyk, A., Schneider, P., Aerts, A., Asiegbu, F.O., Baker, S.E., Barry, K., Bendiksby, M., et al. ("
Sisni1,Sistotremastrum niveocremeum HHB9708 ss-1 1.0,Trechisporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR?",S  WR?,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Sissu1,Sistotremastrum suecicum v1.0,Trechisporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR?",S  WR?,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Saprotroph – Undefined Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Nagy, L.G., Riley, R., Tritt, A., Adam, C., Daum, C., Floudas, D., Sun, H., Yadav, J.S., Pangilinan, J., Larsson, K.-H., et al. (2016). Comparative Genomics of Early-Diverging Mushroom-Forming Fungi Provides Insights into the Origins of Lignocellulose Decay Capabilities. Mol. Biol. Evol. 33, 959–970. Available at: https://academic.oup.com/mbe/article-lookup/doi/10.1093/molbev/msv337 [Accessed July 3, 2019]."
Sphst1,Sphaerobolus stellatus v1.0,Geastrales,Agaricomycetes,Agaricomycotina,Basidiomycota,YES,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Undefined Saprotroph,YES,NO,NO,NO,NO,YES?,UNKNOWN,UNKNOWN,UNKNOWN,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Stehi1,Stereum hirsutum FP-91666 SS1 v1.0,Russulales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
Suibr2,Suillus brevipes Sb2 v2.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Branco, S., Gladieux, P., Ellison, C.E., Kuo, A., Labutti, K., Lipzen, A., Grigoriev, I. V, Liao, H.-L., Vilgalys, R., Peay, K.G., et al. (2015). Genetic isolation between two recently diverged populations of a symbiotic fungus. Mol. Ecol. 24. Available at: http://genome.jgi-psf.org/ [Accessed July 3, 2019]."
Suilu4,Suillus luteus UH-Slu-Lm8-n1 v3.0,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,ECM,ECM,Known,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Genus listed as Symbiotroph – Ectomycorrhizal,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Kohler, A., Kuo, A., Nagy, L.G., Morin, E., Barry, K.W., Buscot, F., Canbäck, B., Choi, C., Cichocki, N., Clum, A., et al. (2015). Convergent losses of decay mechanisms and rapid turnover of symbiosis genes in mycorrhizal mutualists. Nat. Genet. 47, 410–415. Available at: https://www.nature.com/articles/ng.3223.pdf?origin=ppub [Accessed July 3, 2019]."
Trapub1,Trametes pubescens FBCC735,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Granchi, Z., Peng, M., Chi-A-Woeng, T., De Vries, R.P., Hildén, K., and Mäkelä, M. (2017). Genome Sequence of the Basidiomycete White-Rot Fungus Trametes pubescens FBCC735 Downloaded from. Genome Announc. 5, e01643-16. Available at: http://mra.asm.org/ [Accessed July 3, 2019]."
Trave1,Trametes versicolor v1.0,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,NO,"S, WR",S  WR,Known,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Genus listed as Saprotroph – Wood Saprotroph,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"1. Floudas, D., Binder, M., Riley, R., Barry, K., Blanchette, R.A., Henrissat, B., Martínez, A.T., Otillar, R., Spatafora, J.W., Yadav, J.S., et al. (2012). The Paleozoic origin of enzymatic lignin decomposition reconstructed from 31 fungal genomes. Science (80-. ). 336, 1715–1719. Available at: http://www.ncbi.nlm.nih.gov/pubmed/22745431 [Accessed July 3, 2019]."
